FECHA_CREACION,GENERO_1,GENERO_2,FECHA_MATRIMONIO
13NOV2017:11:55:56,Masculino,Femenino,01DEC2011:00:00:00
13NOV2017:11:56:13,Masculino,Femenino,15MAR2006:00:00:00
13NOV2017:11:49:43,Masculino,Femenino,12SEP2003:00:00:00
13NOV2017:11:49:58,No declara,No declara,28JUL1983:00:00:00
13NOV2017:11:50:53,Masculino,Femenino,22OCT1993:00:00:00
13NOV2017:11:54:54,No declara,No declara,19OCT1993:00:00:00
13NOV2017:12:00:42,No declara,No declara,17AUG1993:00:00:00
13NOV2017:12:05:55,Masculino,Femenino,06DEC2011:00:00:00
13NOV2017:12:10:55,Masculino,Femenino,19DEC2003:00:00:00
13NOV2017:12:13:32,No declara,No declara,09SEP1997:00:00:00
13NOV2017:12:19:24,Masculino,Femenino,12DEC2003:00:00:00
13NOV2017:12:19:56,Masculino,Femenino,17JUL2015:00:00:00
13NOV2017:12:23:43,No declara,Femenino,16SEP1983:00:00:00
13NOV2017:12:39:11,Masculino,No declara,16FEB1989:00:00:00
13NOV2017:16:38:40,Masculino,Femenino,23JUN1999:00:00:00
13NOV2017:17:06:01,No declara,No declara,27MAR1987:00:00:00
13NOV2017:17:41:53,No declara,No declara,11NOV1988:00:00:00
13NOV2017:18:19:01,Masculino,No declara,15MAR1991:00:00:00
13NOV2017:18:41:56,Masculino,No declara,04MAY1989:00:00:00
14NOV2017:09:05:04,Masculino,Femenino,24MAY1991:00:00:00
14NOV2017:09:17:35,Masculino,Femenino,12APR2010:00:00:00
14NOV2017:09:27:56,Masculino,Femenino,09NOV2005:00:00:00
14NOV2017:09:28:07,Masculino,Femenino,25NOV2005:00:00:00
14NOV2017:09:34:29,Masculino,Femenino,26MAR1987:00:00:00
14NOV2017:09:37:33,Masculino,Femenino,16OCT2009:00:00:00
14NOV2017:09:38:27,Masculino,Femenino,27APR1970:00:00:00
14NOV2017:09:41:24,Masculino,Femenino,21NOV2013:00:00:00
14NOV2017:09:45:57,No declara,No declara,12APR1991:00:00:00
14NOV2017:09:50:26,No declara,No declara,23JUL1993:00:00:00
14NOV2017:09:55:11,Masculino,Femenino,16DEC2005:00:00:00
14NOV2017:09:55:12,Masculino,Femenino,20SEP2011:00:00:00
14NOV2017:10:01:01,No declara,No declara,05APR1988:00:00:00
14NOV2017:10:02:47,Masculino,Femenino,30NOV2000:00:00:00
14NOV2017:10:05:45,Masculino,Femenino,28FEB2013:00:00:00
14NOV2017:10:08:14,Masculino,Femenino,05OCT2006:00:00:00
14NOV2017:10:19:27,Masculino,Femenino,07DEC2007:00:00:00
14NOV2017:10:20:03,Masculino,Femenino,15NOV2002:00:00:00
14NOV2017:10:30:00,Masculino,Femenino,22MAR2002:00:00:00
14NOV2017:10:31:30,No declara,Femenino,09SEP1994:00:00:00
14NOV2017:10:32:38,Masculino,Femenino,07MAR1997:00:00:00
14NOV2017:10:43:08,Masculino,Femenino,31MAR1975:00:00:00
14NOV2017:10:47:53,Masculino,Femenino,11NOV2013:00:00:00
14NOV2017:10:48:20,Masculino,Femenino,15MAY1987:00:00:00
14NOV2017:10:56:14,Masculino,Femenino,28JUN1989:00:00:00
14NOV2017:11:00:58,Masculino,Femenino,02SEP2004:00:00:00
14NOV2017:11:31:24,Masculino,Femenino,05JUN2009:00:00:00
14NOV2017:11:06:11,Masculino,Femenino,12MAR2015:00:00:00
14NOV2017:11:18:19,Masculino,Femenino,14JUL2000:00:00:00
14NOV2017:11:19:51,Masculino,Femenino,11APR1979:00:00:00
14NOV2017:11:41:29,No declara,No declara,10JUL1986:00:00:00
14NOV2017:12:11:40,No declara,No declara,24FEB2012:00:00:00
14NOV2017:12:23:57,Masculino,Femenino,24OCT1994:00:00:00
14NOV2017:12:34:09,Masculino,Femenino,15NOV2007:00:00:00
14NOV2017:12:37:03,Masculino,Femenino,03MAR1993:00:00:00
14NOV2017:12:37:51,Masculino,Masculino,12MAR2013:00:00:00
14NOV2017:12:42:12,Masculino,Femenino,10DEC2004:00:00:00
14NOV2017:12:53:58,No declara,No declara,28AUG1997:00:00:00
14NOV2017:13:26:04,Masculino,Femenino,19MAY2006:00:00:00
14NOV2017:12:56:51,Masculino,Femenino,19MAR2015:00:00:00
14NOV2017:12:58:47,Masculino,Femenino,07JAN2011:00:00:00
14NOV2017:13:33:31,Masculino,Femenino,30APR1970:00:00:00
14NOV2017:13:39:28,No declara,No declara,11OCT1989:00:00:00
15NOV2017:08:57:41,Masculino,Femenino,26MAR2003:00:00:00
15NOV2017:08:43:33,Masculino,Femenino,04NOV2005:00:00:00
15NOV2017:08:48:07,Masculino,Femenino,04NOV2005:00:00:00
15NOV2017:09:04:19,Masculino,Femenino,03MAY1976:00:00:00
15NOV2017:09:05:19,Masculino,Femenino,20SEP1993:00:00:00
15NOV2017:09:14:16,Masculino,Femenino,26AUG2005:00:00:00
15NOV2017:09:15:50,Masculino,Femenino,19DEC2003:00:00:00
15NOV2017:09:15:33,Masculino,Femenino,19AUG1971:00:00:00
15NOV2017:09:19:34,Masculino,Femenino,04APR2012:00:00:00
15NOV2017:09:22:19,Masculino,Femenino,02JUL2009:00:00:00
15NOV2017:09:23:36,Masculino,Femenino,15JUN1990:00:00:00
15NOV2017:09:30:07,Masculino,Femenino,28OCT2003:00:00:00
15NOV2017:09:33:14,No declara,Femenino,25NOV1994:00:00:00
15NOV2017:09:35:57,Masculino,Femenino,02MAR1972:00:00:00
15NOV2017:09:37:00,Masculino,Femenino,29MAR1994:00:00:00
15NOV2017:09:41:01,No declara,Femenino,08JUN1990:00:00:00
15NOV2017:09:42:25,Masculino,Femenino,01JUL2014:00:00:00
15NOV2017:09:47:36,Masculino,Femenino,27NOV2008:00:00:00
15NOV2017:09:48:03,Masculino,Femenino,14MAR2013:00:00:00
15NOV2017:09:48:39,Masculino,Femenino,06NOV2003:00:00:00
15NOV2017:10:00:41,Masculino,Femenino,09DEC1998:00:00:00
15NOV2017:10:02:36,No declara,No declara,15JUL1983:00:00:00
15NOV2017:10:03:31,Masculino,Femenino,17AUG2012:00:00:00
15NOV2017:10:08:11,Masculino,Femenino,29NOV2012:00:00:00
15NOV2017:10:09:56,Masculino,Femenino,07FEB2014:00:00:00
15NOV2017:09:57:36,Masculino,Femenino,07JUL1995:00:00:00
15NOV2017:10:10:14,No declara,Femenino,14DEC2006:00:00:00
15NOV2017:10:16:25,Masculino,Femenino,04JUL1980:00:00:00
15NOV2017:10:16:53,Masculino,Femenino,19JUL2002:00:00:00
15NOV2017:10:17:25,Masculino,Femenino,11OCT2007:00:00:00
15NOV2017:10:20:35,Masculino,Femenino,24JUN2003:00:00:00
15NOV2017:10:27:49,Masculino,Femenino,18FEB2000:00:00:00
15NOV2017:10:31:55,Masculino,Femenino,21JUN2011:00:00:00
15NOV2017:10:23:22,Masculino,Femenino,09DEC2005:00:00:00
15NOV2017:10:23:31,Masculino,Femenino,02JUN2005:00:00:00
15NOV2017:10:33:38,Masculino,Femenino,10NOV2008:00:00:00
15NOV2017:10:43:18,Masculino,Femenino,29MAR1996:00:00:00
15NOV2017:10:44:36,Masculino,Femenino,26MAY1999:00:00:00
15NOV2017:10:52:19,Masculino,Femenino,10JUL2012:00:00:00
15NOV2017:10:57:11,Masculino,Femenino,15JAN1999:00:00:00
15NOV2017:11:04:08,Masculino,Femenino,15APR1997:00:00:00
15NOV2017:11:07:44,Masculino,Femenino,10OCT2013:00:00:00
15NOV2017:11:13:26,No declara,No declara,12MAR1993:00:00:00
15NOV2017:11:14:53,Masculino,Femenino,05SEP1991:00:00:00
15NOV2017:11:20:35,Masculino,Femenino,26MAR2004:00:00:00
15NOV2017:11:26:54,No declara,Femenino,19MAY1983:00:00:00
15NOV2017:12:35:38,Masculino,Femenino,01FEB2006:00:00:00
15NOV2017:13:09:02,Masculino,Femenino,30APR1986:00:00:00
15NOV2017:13:35:00,No declara,No declara,11OCT1989:00:00:00
15NOV2017:13:20:08,No declara,Femenino,14APR1994:00:00:00
15NOV2017:13:44:02,Masculino,Femenino,19MAY2006:00:00:00
16NOV2017:08:42:36,Masculino,Femenino,11SEP1968:00:00:00
16NOV2017:08:39:14,,Femenino,06NOV2009:00:00:00
16NOV2017:08:49:55,Masculino,Femenino,07DEC2006:00:00:00
16NOV2017:08:47:49,Masculino,Femenino,07OCT2005:00:00:00
16NOV2017:08:56:41,Masculino,Femenino,13MAR2013:00:00:00
16NOV2017:08:57:59,Masculino,Femenino,22DEC2011:00:00:00
16NOV2017:09:03:14,Masculino,Femenino,18AUG2005:00:00:00
16NOV2017:09:03:15,No declara,No declara,19FEB1993:00:00:00
16NOV2017:08:59:08,Masculino,No declara,11MAY1984:00:00:00
16NOV2017:09:06:50,Masculino,Femenino,30MAR2005:00:00:00
16NOV2017:09:14:21,Masculino,Femenino,24JUN2008:00:00:00
16NOV2017:09:16:05,Masculino,Femenino,10APR1981:00:00:00
16NOV2017:09:23:03,Masculino,Femenino,26DEC2001:00:00:00
16NOV2017:09:14:14,No declara,No declara,12NOV1992:00:00:00
16NOV2017:09:25:58,No declara,Femenino,22DEC2006:00:00:00
16NOV2017:09:28:36,Femenino,Masculino,25FEB2016:00:00:00
16NOV2017:09:29:09,Masculino,No declara,15MAR1991:00:00:00
16NOV2017:09:34:40,Masculino,Femenino,19APR1991:00:00:00
16NOV2017:09:38:32,Masculino,Femenino,19OCT1984:00:00:00
16NOV2017:09:44:05,Masculino,Femenino,19AUG2005:00:00:00
16NOV2017:09:41:27,No declara,No declara,16MAY1990:00:00:00
16NOV2017:09:45:46,Masculino,Femenino,29JUL2010:00:00:00
16NOV2017:09:46:53,Masculino,Femenino,01OCT2010:00:00:00
16NOV2017:09:58:00,Masculino,Femenino,17MAR1999:00:00:00
16NOV2017:10:05:32,No declara,No declara,06OCT1989:00:00:00
16NOV2017:10:10:17,Masculino,Femenino,17NOV2010:00:00:00
16NOV2017:10:12:26,Masculino,Femenino,15JUL2005:00:00:00
16NOV2017:10:19:20,Masculino,Femenino,19OCT2012:00:00:00
16NOV2017:10:29:54,Masculino,Femenino,15OCT1992:00:00:00
16NOV2017:10:38:34,Masculino,Femenino,31JAN1983:00:00:00
16NOV2017:11:15:18,Masculino,Femenino,16AUG2001:00:00:00
16NOV2017:11:24:41,Masculino,Femenino,03MAY2002:00:00:00
16NOV2017:11:30:58,Masculino,Femenino,03MAY2002:00:00:00
16NOV2017:11:39:56,No declara,No declara,02SEP1987:00:00:00
16NOV2017:11:34:59,No declara,No declara,01MAR1988:00:00:00
16NOV2017:11:45:30,No declara,No declara,14DEC1993:00:00:00
16NOV2017:12:01:32,Masculino,Femenino,31MAR1976:00:00:00
16NOV2017:12:06:59,Masculino,Femenino,07NOV1974:00:00:00
16NOV2017:13:10:28,Masculino,Femenino,18MAR1981:00:00:00
16NOV2017:13:39:50,Masculino,Femenino,17JUL1974:00:00:00
17NOV2017:08:41:55,Masculino,Femenino,19JUL2004:00:00:00
17NOV2017:08:43:55,Masculino,Femenino,21DEC1978:00:00:00
17NOV2017:08:50:18,Masculino,Femenino,13SEP2012:00:00:00
17NOV2017:08:53:33,No declara,No declara,16SEP1987:00:00:00
17NOV2017:08:55:04,Masculino,Femenino,17DEC2003:00:00:00
17NOV2017:09:20:48,No declara,No declara,16NOV1995:00:00:00
17NOV2017:08:59:52,No declara,No declara,19DEC1986:00:00:00
17NOV2017:09:00:48,Masculino,Femenino,04JUN2004:00:00:00
17NOV2017:09:02:32,No declara,No declara,15APR1993:00:00:00
17NOV2017:09:06:34,Masculino,Femenino,19NOV1987:00:00:00
17NOV2017:09:09:31,No declara,No declara,27JAN1994:00:00:00
17NOV2017:09:11:36,Masculino,Femenino,18MAY1990:00:00:00
17NOV2017:09:12:10,Masculino,Femenino,27SEP2013:00:00:00
17NOV2017:09:15:55,Masculino,Femenino,08OCT2009:00:00:00
17NOV2017:09:18:31,Masculino,Femenino,03OCT2008:00:00:00
17NOV2017:09:19:37,Masculino,Femenino,09MAR2012:00:00:00
17NOV2017:09:25:31,Masculino,Femenino,08MAY1986:00:00:00
17NOV2017:09:26:26,Masculino,Femenino,01AUG2013:00:00:00
17NOV2017:09:27:04,Masculino,Femenino,21DEC2011:00:00:00
17NOV2017:09:30:04,Masculino,Femenino,16APR2003:00:00:00
17NOV2017:09:30:57,Masculino,Femenino,02SEP2016:00:00:00
17NOV2017:09:32:32,Masculino,Femenino,28DEC2000:00:00:00
17NOV2017:09:34:04,Masculino,Femenino,11NOV2004:00:00:00
17NOV2017:09:35:18,Masculino,Femenino,02OCT1998:00:00:00
17NOV2017:09:42:33,Masculino,Femenino,05MAR2010:00:00:00
17NOV2017:09:43:45,Masculino,Femenino,21AUG2009:00:00:00
17NOV2017:09:43:49,Masculino,Femenino,02DEC1993:00:00:00
17NOV2017:09:51:45,Masculino,Femenino,26MAR1992:00:00:00
17NOV2017:09:52:59,Masculino,Femenino,13OCT2005:00:00:00
17NOV2017:09:55:10,Masculino,Femenino,15OCT2015:00:00:00
17NOV2017:09:56:10,Masculino,Femenino,18APR2007:00:00:00
17NOV2017:09:58:58,Masculino,Femenino,17DEC1992:00:00:00
17NOV2017:10:01:22,Femenino,Femenino,09SEP2010:00:00:00
17NOV2017:10:02:43,No declara,No declara,06JAN1989:00:00:00
17NOV2017:11:01:23,Masculino,Femenino,18JAN2012:00:00:00
17NOV2017:11:43:22,Masculino,Femenino,19OCT1967:00:00:00
17NOV2017:12:37:48,Masculino,Femenino,26NOV2003:00:00:00
21NOV2017:08:53:58,Masculino,Femenino,22NOV2000:00:00:00
21NOV2017:08:58:49,Masculino,Femenino,20APR1990:00:00:00
21NOV2017:09:12:26,Masculino,Femenino,02DEC2004:00:00:00
21NOV2017:09:19:48,Masculino,Masculino,23MAY2013:00:00:00
21NOV2017:09:00:46,Masculino,Femenino,17SEP1997:00:00:00
21NOV2017:09:02:47,Masculino,Femenino,16DEC1994:00:00:00
21NOV2017:09:02:53,Masculino,Femenino,20DEC2002:00:00:00
21NOV2017:09:12:36,No declara,No declara,15APR1983:00:00:00
21NOV2017:09:16:36,Masculino,Femenino,06FEB2004:00:00:00
21NOV2017:09:21:02,Masculino,Femenino,28JAN1982:00:00:00
21NOV2017:09:22:25,Masculino,Femenino,21JUN2012:00:00:00
21NOV2017:09:28:33,Masculino,Femenino,06AUG2004:00:00:00
21NOV2017:09:29:50,Masculino,Femenino,16DEC2011:00:00:00
21NOV2017:09:31:06,Masculino,Femenino,22MAY1970:00:00:00
21NOV2017:09:37:43,Masculino,Femenino,04NOV2005:00:00:00
21NOV2017:09:52:21,Masculino,Femenino,17APR1986:00:00:00
21NOV2017:09:46:52,No declara,No declara,27APR1984:00:00:00
21NOV2017:09:47:37,Masculino,Femenino,10DEC2010:00:00:00
21NOV2017:09:52:32,Masculino,Femenino,01APR2004:00:00:00
21NOV2017:10:09:06,Masculino,Femenino,03MAR1972:00:00:00
21NOV2017:10:09:45,Masculino,Femenino,01APR2004:00:00:00
21NOV2017:10:18:37,Masculino,Femenino,17AUG1999:00:00:00
21NOV2017:10:34:01,Masculino,Femenino,18JAN1979:00:00:00
21NOV2017:11:16:18,Masculino,Femenino,28MAY2007:00:00:00
21NOV2017:11:22:03,Masculino,Femenino,15AUG2003:00:00:00
21NOV2017:11:35:05,No declara,No declara,01MAR1993:00:00:00
21NOV2017:11:28:49,Masculino,Femenino,02APR1993:00:00:00
21NOV2017:11:44:44,Masculino,Femenino,02MAR2006:00:00:00
21NOV2017:11:54:19,Masculino,Femenino,20MAY1994:00:00:00
21NOV2017:12:00:19,Masculino,Femenino,19OCT2007:00:00:00
22NOV2017:09:28:55,Masculino,Femenino,29MAR2005:00:00:00
22NOV2017:09:05:06,Masculino,Femenino,03SEP2004:00:00:00
22NOV2017:09:05:55,Masculino,Femenino,21OCT2002:00:00:00
22NOV2017:09:11:31,Masculino,Femenino,18AUG2006:00:00:00
22NOV2017:09:13:39,Masculino,Femenino,18JAN1996:00:00:00
22NOV2017:09:15:32,Masculino,Femenino,20JUL2006:00:00:00
22NOV2017:09:16:16,Masculino,Femenino,20MAR1978:00:00:00
22NOV2017:09:20:37,Masculino,Femenino,22DEC2004:00:00:00
22NOV2017:09:23:30,No declara,No declara,08FEB1985:00:00:00
22NOV2017:09:24:51,Masculino,Femenino,01AUG2008:00:00:00
22NOV2017:09:32:56,Masculino,Femenino,22JAN2009:00:00:00
22NOV2017:09:33:23,Masculino,Femenino,04DEC2014:00:00:00
22NOV2017:09:41:06,Masculino,Femenino,28NOV2014:00:00:00
22NOV2017:09:42:27,Masculino,Femenino,07JUN2001:00:00:00
22NOV2017:09:46:24,Masculino,Femenino,16JAN1992:00:00:00
22NOV2017:09:35:40,No declara,No declara,11OCT1996:00:00:00
22NOV2017:09:38:57,Masculino,Femenino,28NOV2006:00:00:00
22NOV2017:09:46:31,Masculino,Femenino,06NOV2003:00:00:00
22NOV2017:09:47:10,Masculino,Femenino,10MAR2006:00:00:00
22NOV2017:09:54:26,Masculino,Femenino,20MAR1998:00:00:00
22NOV2017:10:15:35,Masculino,Femenino,03NOV2000:00:00:00
22NOV2017:09:57:03,No declara,No declara,25MAR1994:00:00:00
22NOV2017:10:03:03,Masculino,Femenino,06SEP1996:00:00:00
22NOV2017:10:06:33,Masculino,No declara,22NOV1990:00:00:00
22NOV2017:10:19:46,Masculino,Femenino,26MAY2010:00:00:00
22NOV2017:10:31:55,Masculino,Femenino,12MAY2006:00:00:00
22NOV2017:10:26:01,Masculino,Femenino,23DEC1998:00:00:00
22NOV2017:11:17:22,Masculino,Femenino,29JAN1970:00:00:00
22NOV2017:11:50:48,Masculino,Femenino,05DEC2001:00:00:00
22NOV2017:11:58:44,Masculino,Femenino,23AUG2010:00:00:00
22NOV2017:12:06:38,Masculino,Femenino,14AUG2012:00:00:00
23NOV2017:08:48:45,Masculino,Femenino,12DEC2003:00:00:00
23NOV2017:08:58:11,Masculino,Femenino,29OCT2009:00:00:00
23NOV2017:08:58:48,Masculino,Femenino,26AUG2004:00:00:00
23NOV2017:09:03:26,Masculino,Femenino,11MAY2007:00:00:00
23NOV2017:09:03:23,No declara,No declara,06OCT1983:00:00:00
23NOV2017:09:03:50,Masculino,Femenino,09APR2010:00:00:00
23NOV2017:09:05:58,No declara,No declara,06OCT1983:00:00:00
23NOV2017:09:08:40,No declara,No declara,06OCT1983:00:00:00
23NOV2017:09:09:17,No declara,Femenino,06JUN1994:00:00:00
23NOV2017:09:12:54,Masculino,Femenino,19JUL1996:00:00:00
23NOV2017:09:15:52,Masculino,Femenino,08OCT1999:00:00:00
23NOV2017:09:19:09,Masculino,Femenino,18APR2006:00:00:00
23NOV2017:09:11:43,Masculino,Femenino,24APR2009:00:00:00
23NOV2017:09:11:55,Masculino,,07JAN1999:00:00:00
23NOV2017:09:13:57,No declara,Femenino,06JUN1994:00:00:00
23NOV2017:09:17:52,Masculino,Femenino,21OCT1998:00:00:00
23NOV2017:09:20:53,No declara,No declara,11JUL1997:00:00:00
23NOV2017:09:26:59,Masculino,Femenino,08APR2015:00:00:00
23NOV2017:09:37:36,No declara,No declara,29NOV1985:00:00:00
23NOV2017:09:26:33,No declara,No declara,19NOV1992:00:00:00
23NOV2017:09:34:37,Masculino,Femenino,14FEB2013:00:00:00
23NOV2017:09:45:00,No declara,No declara,21DEC1990:00:00:00
23NOV2017:09:39:09,Masculino,Femenino,01DEC1978:00:00:00
23NOV2017:09:41:48,Masculino,Femenino,29MAR1996:00:00:00
23NOV2017:09:47:18,Masculino,Femenino,04APR2011:00:00:00
23NOV2017:09:53:23,Masculino,No declara,05NOV1993:00:00:00
24NOV2017:08:40:44,Masculino,Femenino,24JUN2004:00:00:00
24NOV2017:08:43:49,Masculino,Femenino,18AUG2004:00:00:00
24NOV2017:08:44:07,Masculino,Femenino,19NOV2008:00:00:00
24NOV2017:08:41:47,Masculino,Femenino,15MAY1998:00:00:00
24NOV2017:09:06:14,Masculino,Femenino,11DEC2009:00:00:00
24NOV2017:08:48:00,Masculino,Femenino,20OCT1977:00:00:00
24NOV2017:08:48:30,Masculino,Femenino,09DEC1998:00:00:00
24NOV2017:08:54:20,Masculino,Femenino,29APR2013:00:00:00
24NOV2017:08:56:10,No declara,Femenino,17MAR1993:00:00:00
24NOV2017:08:57:02,No declara,Femenino,07DEC1992:00:00:00
24NOV2017:09:00:24,Masculino,Femenino,20NOV2003:00:00:00
24NOV2017:09:02:14,Masculino,Femenino,23SEP2010:00:00:00
24NOV2017:09:04:30,Masculino,Femenino,27JUL1992:00:00:00
24NOV2017:09:05:03,Masculino,Femenino,10JAN2003:00:00:00
24NOV2017:09:10:49,Masculino,Femenino,04JAN1982:00:00:00
24NOV2017:09:12:02,Masculino,Femenino,04JUL2003:00:00:00
24NOV2017:09:13:58,Masculino,Femenino,28DEC2015:00:00:00
24NOV2017:09:17:52,Masculino,Femenino,14SEP2000:00:00:00
24NOV2017:09:24:45,Masculino,No declara,04OCT1984:00:00:00
24NOV2017:09:38:59,Masculino,Femenino,27APR2011:00:00:00
24NOV2017:09:18:49,Masculino,Femenino,25FEB1992:00:00:00
24NOV2017:09:19:00,Masculino,Femenino,20JUL2016:00:00:00
24NOV2017:09:20:42,Masculino,Femenino,06SEP1999:00:00:00
24NOV2017:09:24:07,Masculino,Femenino,16DEC1971:00:00:00
24NOV2017:09:26:27,Masculino,Femenino,28FEB2005:00:00:00
24NOV2017:09:31:57,Masculino,No declara,29NOV2013:00:00:00
24NOV2017:09:33:18,Masculino,Femenino,25JUL2001:00:00:00
24NOV2017:09:36:11,Masculino,Femenino,12AUG2015:00:00:00
24NOV2017:09:46:46,Masculino,Femenino,27NOV1998:00:00:00
24NOV2017:10:00:56,Masculino,Femenino,16SEP1987:00:00:00
24NOV2017:10:06:36,Masculino,Femenino,05JAN2009:00:00:00
24NOV2017:10:06:44,Masculino,Femenino,24FEB2011:00:00:00
24NOV2017:09:50:05,Masculino,Femenino,28JUL1967:00:00:00
24NOV2017:09:52:34,Masculino,Femenino,25JAN2001:00:00:00
24NOV2017:10:17:34,Masculino,Femenino,23FEB2001:00:00:00
24NOV2017:10:21:23,Masculino,Femenino,14MAY1975:00:00:00
24NOV2017:10:27:15,No declara,No declara,16MAR1984:00:00:00
24NOV2017:10:38:43,Masculino,Femenino,20MAR1996:00:00:00
24NOV2017:10:54:34,Masculino,,15FEB1973:00:00:00
24NOV2017:11:36:47,Masculino,Femenino,24FEB1967:00:00:00
27NOV2017:08:43:53,Masculino,Femenino,11SEP2008:00:00:00
27NOV2017:08:49:18,Masculino,Femenino,11JAN2008:00:00:00
27NOV2017:08:53:14,Masculino,Femenino,30JUN1976:00:00:00
27NOV2017:08:58:53,No declara,No declara,15JAN1996:00:00:00
27NOV2017:09:02:44,Masculino,Femenino,28FEB1996:00:00:00
27NOV2017:09:11:06,Masculino,Femenino,08JAN1998:00:00:00
27NOV2017:09:01:24,Masculino,Femenino,09JAN2015:00:00:00
27NOV2017:09:05:38,Masculino,Femenino,02OCT2015:00:00:00
27NOV2017:09:05:55,Masculino,Femenino,19MAR2003:00:00:00
27NOV2017:09:06:49,Masculino,Femenino,22MAR2000:00:00:00
27NOV2017:09:07:20,Masculino,Femenino,07JUL1999:00:00:00
27NOV2017:09:15:06,Masculino,Femenino,30NOV2012:00:00:00
27NOV2017:09:16:10,No declara,No declara,19JUN1992:00:00:00
27NOV2017:09:25:42,,Femenino,15DEC1997:00:00:00
27NOV2017:09:18:51,Masculino,Femenino,25MAR1997:00:00:00
27NOV2017:09:19:39,Masculino,Femenino,16JUN1972:00:00:00
27NOV2017:09:24:12,Masculino,Femenino,12JUL2000:00:00:00
27NOV2017:09:25:36,Masculino,Femenino,12MAR2009:00:00:00
27NOV2017:09:26:02,Masculino,Femenino,20FEB2004:00:00:00
27NOV2017:09:29:10,Masculino,Femenino,19SEP2003:00:00:00
27NOV2017:09:34:43,Masculino,Femenino,26FEB2013:00:00:00
27NOV2017:09:32:58,Masculino,Femenino,28MAR2014:00:00:00
27NOV2017:09:34:01,Masculino,Femenino,02SEP2008:00:00:00
27NOV2017:09:35:39,Masculino,Femenino,26FEB2010:00:00:00
27NOV2017:09:40:00,Masculino,Femenino,05SEP2012:00:00:00
27NOV2017:09:46:57,Masculino,Femenino,12SEP1991:00:00:00
27NOV2017:10:02:53,Masculino,Femenino,09OCT2007:00:00:00
27NOV2017:09:53:51,Masculino,Femenino,24JUN1994:00:00:00
27NOV2017:10:00:11,Masculino,No declara,28DEC1990:00:00:00
27NOV2017:10:06:40,Masculino,Femenino,28JAN1972:00:00:00
27NOV2017:12:05:48,Masculino,Femenino,13AUG1999:00:00:00
28NOV2017:08:45:27,,No declara,22MAY1986:00:00:00
28NOV2017:08:52:01,Masculino,Femenino,17SEP2007:00:00:00
28NOV2017:08:53:46,Masculino,Femenino,14MAR2007:00:00:00
28NOV2017:08:55:27,Masculino,No declara,08NOV1991:00:00:00
28NOV2017:08:33:55,Masculino,Femenino,12DEC2008:00:00:00
28NOV2017:08:43:49,Masculino,Femenino,18MAR1969:00:00:00
28NOV2017:08:47:46,Masculino,Femenino,24JUL1998:00:00:00
28NOV2017:08:56:33,No declara,No declara,02SEP1988:00:00:00
28NOV2017:09:00:39,Masculino,Femenino,31AUG2016:00:00:00
28NOV2017:09:03:23,Masculino,Femenino,26MAR2009:00:00:00
28NOV2017:09:04:59,Masculino,Femenino,20APR2007:00:00:00
28NOV2017:09:11:11,Masculino,Femenino,20APR2012:00:00:00
28NOV2017:09:01:18,Masculino,Femenino,08MAY1981:00:00:00
28NOV2017:09:06:03,No declara,Femenino,04JAN1996:00:00:00
28NOV2017:09:07:43,Masculino,Femenino,21MAR2014:00:00:00
28NOV2017:09:13:00,Masculino,Femenino,01SEP2000:00:00:00
28NOV2017:09:18:25,Masculino,Femenino,25JAN2008:00:00:00
28NOV2017:09:12:56,Masculino,No declara,17JUN1988:00:00:00
28NOV2017:09:22:05,No declara,Femenino,28JAN1994:00:00:00
28NOV2017:09:22:59,No declara,No declara,29JAN1993:00:00:00
28NOV2017:09:24:17,Masculino,Femenino,10AUG2007:00:00:00
28NOV2017:09:42:23,No declara,No declara,08MAR1985:00:00:00
28NOV2017:09:29:02,No declara,No declara,24MAR1992:00:00:00
28NOV2017:09:29:05,No declara,No declara,27OCT1987:00:00:00
28NOV2017:09:35:55,Masculino,Femenino,16JAN1975:00:00:00
28NOV2017:09:52:37,Masculino,Femenino,21NOV2003:00:00:00
28NOV2017:11:15:28,Masculino,Femenino,10APR2003:00:00:00
28NOV2017:11:18:29,Masculino,Femenino,25FEB2011:00:00:00
28NOV2017:11:25:14,No declara,No declara,06SEP1984:00:00:00
28NOV2017:11:26:25,Masculino,Femenino,16DEC2010:00:00:00
28NOV2017:11:32:05,No declara,Femenino,21APR1999:00:00:00
28NOV2017:11:45:57,Masculino,Femenino,03MAY2002:00:00:00
28NOV2017:11:54:42,No declara,No declara,19SEP1986:00:00:00
28NOV2017:12:11:02,No declara,Femenino,12DEC1985:00:00:00
28NOV2017:12:49:02,Masculino,Femenino,05MAR2008:00:00:00
28NOV2017:12:26:06,Masculino,Femenino,07NOV1986:00:00:00
28NOV2017:12:32:03,No declara,No declara,11MAR1994:00:00:00
28NOV2017:12:33:32,Masculino,Femenino,17NOV2006:00:00:00
28NOV2017:12:38:12,No declara,No declara,30OCT1987:00:00:00
28NOV2017:12:42:53,Masculino,Femenino,18FEB2000:00:00:00
28NOV2017:12:54:09,Masculino,Masculino,03DEC2010:00:00:00
28NOV2017:13:18:03,Masculino,Femenino,09MAR1998:00:00:00
28NOV2017:13:23:58,Masculino,Femenino,24NOV2009:00:00:00
28NOV2017:13:06:48,No declara,No declara,12MAY1994:00:00:00
